id,value
id_0,6.388478784717925
id_1,18.895205367673476
id_2,22.750240134252493
id_3,7.871616782585221
id_4,27.656012164692033
id_5,22.183783854560314
id_6,24.27566838633719
id_7,30.015141321821467
id_8,17.056687863241336
id_9,60.27426638776208
id_10,11.359667743447872
id_11,9.17614035872025
id_12,62.33559322706954
id_13,52.59853486799267
id_14,22.48672395113877
id_15,12.074886245687154
id_16,32.792795133303656
id_17,66.30118822119667
id_18,-0.30215901952217195
id_19,16.67212418573228
id_20,42.739810763618244
id_21,70.74635135179574
id_22,9.007024426410599
id_23,16.988852264649214
id_24,14.597820663880167
id_25,37.46505124551009
id_26,14.351053355128798
id_27,69.61115147319694
id_28,7.078457132636309
id_29,56.29079827055183
id_30,21.651273367068924
id_31,8.029630639848108
id_32,6.0701986544986966
id_33,18.163799385268177
id_34,27.011201142093054
id_35,38.12404114478181
id_36,43.89070175254356
id_37,29.614341196766325
id_38,42.75972810820305
id_39,35.70021892971146
id_40,7.35921667905658
id_41,40.53213619900246
id_42,31.178341545179574
id_43,50.81206859008271
id_44,17.45284796435766
id_45,34.56376159346899
id_46,24.7958762461504
id_47,10.35084451532133
id_48,24.896773480533284
id_49,32.509583424356784
id_50,24.013481034319497
id_51,7.578311396665235
id_52,20.723844428869246
id_53,52.02387167866588
id_54,15.557115498020163
id_55,35.94963249001587
id_56,32.86848575105432
id_57,20.74288442510349
id_58,57.15039371150256
id_59,22.889031161031827
id_60,14.499918963569732
id_61,41.9941625953999
id_62,12.743246477786792
id_63,48.040219256089784
id_64,13.610793291574133
id_65,15.423915935479254
id_66,14.26934664577771
id_67,-0.5453267014439476
id_68,43.79057837534513
id_69,28.627757529120768
id_70,20.85454159561362
id_71,42.97690221335256
id_72,60.76632107152518
id_73,5.127949462296677
id_74,16.326836650097867
id_75,3.170020624263696
id_76,40.66943440267917
id_77,13.65047318370553
id_78,21.983799739127907
id_79,20.55765887779777
id_80,22.870824701311925
id_81,37.166159474580326
id_82,20.7487093932981
id_83,91.59451833811804
id_84,36.41605022488482
id_85,28.0343043838948
id_86,22.832450971697448
id_87,34.00020049072818
id_88,24.40154500701173
id_89,19.55590637892474
id_90,30.490048599303606
id_91,41.194677449517584
id_92,4.5865556949536295
id_93,38.914980193934625
id_94,45.23693546763242
id_95,16.516781314401335
id_96,30.802209961888686
id_97,13.177676108729141
id_98,23.908504447394932
id_99,4.73848735555714
id_100,19.084425440267495
id_101,25.964852497621045
id_102,15.004103370369986
id_103,16.47857856800201
id_104,24.0481913582588
id_105,40.30541164413792
id_106,31.072914935881677
id_107,6.108162016579872
id_108,6.019451219765676
id_109,78.12372131308803
id_110,48.676324386898514
id_111,17.2531513242744
id_112,28.026591291159292
id_113,14.009939488367822
id_114,13.24652937843993
id_115,25.015066833047314
id_116,27.23979466072727
id_117,10.477540858961106
id_118,15.99210941665659
id_119,20.20082988062118
id_120,79.30787706156738
id_121,26.09920156804111
id_122,37.06878256372085
id_123,25.827019337628396
id_124,7.220765171957346
id_125,39.09822799478852
id_126,9.09943795647725
id_127,22.090515672709163
id_128,29.427243455256338
