id,value
id_0,6.557067479485475
id_1,18.201774875638797
id_2,24.037424983039696
id_3,7.699712843520466
id_4,27.076971505735145
id_5,22.15838197926803
id_6,23.757366216166144
id_7,30.633546215260377
id_8,16.835225091591965
id_9,59.59728457919266
id_10,11.713517013672732
id_11,9.317758252297708
id_12,63.23951145913399
id_13,53.24997765325621
id_14,22.11002747606328
id_15,12.23923669558343
id_16,32.39687378095211
id_17,66.69355611042504
id_18,-0.5135846730903637
id_19,17.126445618755863
id_20,41.8405975344122
id_21,72.22650996253252
id_22,9.262925712491793
id_23,17.908234175047298
id_24,14.709951969737975
id_25,38.06076136751832
id_26,14.75730461647608
id_27,65.57596771044945
id_28,7.214608167757039
id_29,55.49304244841373
id_30,24.475661037181702
id_31,8.602494323206663
id_32,2.5390700053180772
id_33,18.651314245357653
id_34,27.672062029211318
id_35,37.247490539823005
id_36,43.28629928338886
id_37,29.73039112272077
id_38,42.01442472405896
id_39,35.282369778571564
id_40,7.700920918219129
id_41,41.18007760570575
id_42,30.50991880744758
id_43,51.03733695425103
id_44,17.47939130386691
id_45,35.438180106118864
id_46,24.644391861380683
id_47,9.660784141029154
id_48,26.682650697169944
id_49,32.29058249406409
id_50,20.220514817162027
id_51,7.903447717857915
id_52,20.50213560307553
id_53,52.61753950584129
id_54,15.914840015523115
id_55,36.332130686972434
id_56,32.981063263556955
id_57,20.729500435065262
id_58,57.38678182604223
id_59,22.775506729208985
id_60,14.33486756191917
id_61,41.775547020687924
id_62,12.69155250529316
id_63,48.495498245212005
id_64,14.185047079228204
id_65,15.053034256467352
id_66,14.483711015731652
id_67,-1.0011024748405148
id_68,43.829012250242755
id_69,29.0613223097681
id_70,20.295325248272647
id_71,41.718648976072
id_72,60.58104320020483
id_73,5.556473575131488
id_74,16.49125717662507
id_75,3.400733836205575
id_76,40.338623829635694
id_77,14.114874973323758
id_78,21.62149769612426
id_79,21.00089916392615
id_80,23.886575133188913
id_81,36.08866790108187
id_82,21.837173470857845
id_83,92.53536125335428
id_84,37.30007806942187
id_85,27.91785381453649
id_86,22.009878593797467
id_87,33.59239457317838
id_88,23.294648215397057
id_89,19.7744129857694
id_90,28.79406929022872
id_91,41.48972577798419
id_92,4.811781901922469
id_93,38.639649329186064
id_94,45.8170864193951
id_95,16.51019096735267
id_96,31.535771040025754
id_97,12.9931973356485
id_98,23.311663586582263
id_99,4.552504680426447
id_100,18.157327047624726
id_101,26.397636946651723
id_102,14.084217082334106
id_103,15.881570058661268
id_104,23.932228581525777
id_105,39.76691969959463
id_106,31.490695759082868
id_107,6.232337352096803
id_108,6.08540636967396
id_109,78.56183194610055
id_110,48.05862391161626
id_111,17.104810065675764
id_112,27.697471670328603
id_113,15.196668227836634
id_114,13.734698939906501
id_115,24.902027577087875
id_116,26.612655191727516
id_117,10.513497011967502
id_118,18.23647656961591
id_119,19.555221193266906
id_120,80.51717162398934
id_121,25.473204838996942
id_122,37.28760063007838
id_123,25.3860649466792
id_124,7.431561364320052
id_125,38.71018606108878
id_126,9.249257654539186
id_127,21.93787811718286
id_128,29.146687765883584
id_129,62.86129944755202
id_130,21.939247743457116
id_131,23.373002595972068
id_132,59.02909378161421
id_133,15.249989726873977
id_134,14.144740578816666
id_135,2.6535002703920973
id_136,12.53618867658463
id_137,58.67786816594141
id_138,20.39377239541617
id_139,5.355945364100467
id_140,28.999184015509634
id_141,25.335174472304733
id_142,45.29945202864363
id_143,30.7502620110674
id_144,18.327688095478116
id_145,26.018062493329328
id_146,12.016054498366362
id_147,51.93085869444419
id_148,23.46423342217953
id_149,38.53734325787701
id_150,10.1801885100361
id_151,8.1535869394062
id_152,23.39765274767501
id_153,6.397907795833891
id_154,14.990876008657217
id_155,41.054408172959455
id_156,7.773533472992845
id_157,36.19756122317484
id_158,11.125571027335937
id_159,18.995335306647362
id_160,41.587560547302566
id_161,19.351843876976734
id_162,13.269570982956239
id_163,8.040890555475944
id_164,52.674433458755566
id_165,31.227083335976797
id_166,-0.38987648422891397
id_167,16.27442802985125
id_168,63.646145469243834
id_169,14.009627202805062
id_170,63.60291802834444
id_171,39.162131163546505
id_172,26.987253826128292
id_173,20.3515987657036
id_174,61.18388728865108
id_175,25.041182357290268
id_176,20.99021796078039
id_177,37.45048311398247
id_178,12.47737801622069
id_179,31.220500477129452
id_180,16.804305846650777
id_181,11.741466256196695
id_182,55.73360251968418
id_183,46.39486745504691
id_184,15.686872191937718
id_185,35.25025985354604
id_186,26.225330226900127
id_187,68.77850396709401
id_188,9.989076269622
id_189,57.88938638996565
id_190,38.25508883838545
id_191,15.471434595808836
id_192,29.056423812125377
id_193,0.17822627131511126
id_194,19.10779120748851
id_195,0.9065551675958226
id_196,33.771029531109136
id_197,10.468906581794837
id_198,18.92590570128849
id_199,60.087215397509766
id_200,25.072294765696206
id_201,25.589028348034685
id_202,64.54710711810388
id_203,10.45492459092533
id_204,9.209741942937935
id_205,11.261910185105627
id_206,7.29715169117906
id_207,1.697571324544267
id_208,124.1046604433082
id_209,20.72867129934411
id_210,16.352454157488634
id_211,13.90337831610961
id_212,36.31699263108338
id_213,35.93176206097782
id_214,18.934928367699417
id_215,34.9359271988192
