(robotpower) ➜  hw7_network_compression_tohw3 git:(master) ✗ python train_from_scratch.py ~/Downloads/food-11
Reading data
loading training 9866 32
loading validation 3430 32
FullCnnNet(
  (cnn): Sequential(
    (0): Conv2d(3, 16, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (1): BatchNorm2d(16, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (4): Conv2d(16, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (5): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): ReLU()
    (7): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (8): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (9): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (10): ReLU()
    (11): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (12): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (13): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (14): ReLU()
    (15): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (16): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (17): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (18): ReLU()
    (19): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
    (20): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (21): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (22): ReLU()
    (23): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  )
  (fc): Sequential(
    (0): Linear(in_features=2048, out_features=11, bias=True)
  )
)
epoch   0: train loss: 2.0550, acc 0.2764 valid loss: 2.0476, acc 0.3017
epoch   1: train loss: 1.8722, acc 0.3447 valid loss: 2.2021, acc 0.2825
epoch   2: train loss: 1.7950, acc 0.3697 valid loss: 1.8517, acc 0.3598
epoch   3: train loss: 1.7435, acc 0.3910 valid loss: 1.6702, acc 0.4259
epoch   4: train loss: 1.6822, acc 0.4161 valid loss: 1.5669, acc 0.4697
epoch   5: train loss: 1.6296, acc 0.4394 valid loss: 1.6652, acc 0.4464
epoch   6: train loss: 1.5680, acc 0.4638 valid loss: 1.6150, acc 0.4767
epoch   7: train loss: 1.5312, acc 0.4683 valid loss: 1.3896, acc 0.5265
epoch   8: train loss: 1.4832, acc 0.4880 valid loss: 1.6166, acc 0.4746
epoch   9: train loss: 1.4455, acc 0.5097 valid loss: 1.4316, acc 0.5108
epoch  10: train loss: 1.4068, acc 0.5166 valid loss: 1.4986, acc 0.5052
epoch  11: train loss: 1.3583, acc 0.5395 valid loss: 1.5724, acc 0.5035
epoch  12: train loss: 1.3274, acc 0.5466 valid loss: 1.3419, acc 0.5423
epoch  13: train loss: 1.3002, acc 0.5558 valid loss: 1.2444, acc 0.5898
epoch  14: train loss: 1.2612, acc 0.5712 valid loss: 1.2952, acc 0.5950
epoch  15: train loss: 1.2387, acc 0.5854 valid loss: 1.2469, acc 0.5828
epoch  16: train loss: 1.2076, acc 0.5940 valid loss: 1.2578, acc 0.5915
epoch  17: train loss: 1.1850, acc 0.5987 valid loss: 1.7311, acc 0.4924
epoch  18: train loss: 1.1516, acc 0.6075 valid loss: 1.1427, acc 0.6207
epoch  19: train loss: 1.1284, acc 0.6204 valid loss: 1.2514, acc 0.5910
epoch  20: train loss: 1.1067, acc 0.6252 valid loss: 1.1669, acc 0.6155
epoch  21: train loss: 1.1025, acc 0.6279 valid loss: 1.1189, acc 0.6332
epoch  22: train loss: 1.0689, acc 0.6387 valid loss: 1.1822, acc 0.6292
